census_tract_number,state,county,tract_type,acs_data_source
38099958000,North Dakota,Walsh,Low-Income Community,2011-2015
38101010100,North Dakota,Ward,Low-Income Community,2012-2016
38103959800,North Dakota,Wells,Low-Income Community,2011-2015
69100950100,Northern Mariana Islands,Rota ,Low-Income Community,2011-2015
69110000100,Northern Mariana Islands,Saipan ,Low-Income Community,2011-2015
69110000200,Northern Mariana Islands,Saipan ,Low-Income Community,2011-2015
69110000300,Northern Mariana Islands,Saipan ,Low-Income Community,2011-2015
69110000400,Northern Mariana Islands,Saipan ,Low-Income Community,2011-2015
69110000500,Northern Mariana Islands,Saipan ,Low-Income Community,2011-2015
69110000600,Northern Mariana Islands,Saipan ,Low-Income Community,2011-2015
69110000700,Northern Mariana Islands,Saipan ,Low-Income Community,2011-2015
69110000800,Northern Mariana Islands,Saipan ,Low-Income Community,2011-2015
69110000900,Northern Mariana Islands,Saipan ,Low-Income Community,2011-2015
69110001000,Northern Mariana Islands,Saipan ,Low-Income Community,2011-2015
69110001100,Northern Mariana Islands,Saipan ,Low-Income Community,2011-2015
69110001200,Northern Mariana Islands,Saipan ,Low-Income Community,2011-2015
69110001300,Northern Mariana Islands,Saipan ,Low-Income Community,2011-2015
69110001400,Northern Mariana Islands,Saipan ,Low-Income Community,2011-2015
69110001500,Northern Mariana Islands,Saipan ,Low-Income Community,2011-2015
69110001600,Northern Mariana Islands,Saipan ,Low-Income Community,2011-2015
69110001700,Northern Mariana Islands,Saipan ,Low-Income Community,2011-2015
69120950101,Northern Mariana Islands,Tinian ,Low-Income Community,2011-2015
69120950200,Northern Mariana Islands,Tinian ,Low-Income Community,2011-2015
39001770200,Ohio,Adams,Low-Income Community,2011-2015
39003012600,Ohio,Allen,Low-Income Community,2011-2015
39003012900,Ohio,Allen,Low-Income Community,2011-2015
39003014100,Ohio,Allen,Low-Income Community,2011-2015
39007000103,Ohio,Ashtabula,Low-Income Community,2011-2015
39007000400,Ohio,Ashtabula,Low-Income Community,2011-2015
39009972800,Ohio,Athens,Low-Income Community,2011-2015
39009973400,Ohio,Athens,Low-Income Community,2011-2015
39009973800,Ohio,Athens,Low-Income Community,2011-2015
39009973902,Ohio,Athens,Low-Income Community,2011-2015
39013010802,Ohio,Belmont,Low-Income Community,2011-2015
39013011700,Ohio,Belmont,Low-Income Community,2011-2015
39015951202,Ohio,Brown,Low-Income Community,2011-2015
39015951300,Ohio,Brown,Low-Income Community,2011-2015
39017000300,Ohio,Butler,Low-Income Community,2011-2015
39017010906,Ohio,Butler,Low-Income Community,2011-2015
39017010909,Ohio,Butler,Low-Income Community,2011-2015
39017012200,Ohio,Butler,Low-Income Community,2011-2015
39017014700,Ohio,Butler,Low-Income Community,2011-2015
39019720500,Ohio,Carroll,Low-Income Community,2011-2015
39021010500,Ohio,Champaign,Low-Income Community,2011-2015
39023000200,Ohio,Clark,Low-Income Community,2011-2015
39023000300,Ohio,Clark,Low-Income Community,2011-2015
39023000901,Ohio,Clark,Low-Income Community,2011-2015
39023003400,Ohio,Clark,Low-Income Community,2011-2015
39025040900,Ohio,Clermont,Low-Income Community,2011-2015
39025041306,Ohio,Clermont,Low-Income Community,2011-2015
39027964700,Ohio,Clinton,Low-Income Community,2011-2015
39029951800,Ohio,Columbiana,Low-Income Community,2011-2015
39033974400,Ohio,Crawford,Low-Income Community,2011-2015
39033974900,Ohio,Crawford,Low-Income Community,2011-2015
39035103300,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035103602,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035103900,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035104100,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035104200,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035104300,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035104400,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035104600,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035104800,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035104900,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035105500,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035107101,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035107701,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035107802,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035108301,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035108701,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035111202,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035112301,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035112800,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035113101,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035113500,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035113600,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035113801,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035114100,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035114300,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035114501,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035114600,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035114700,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035116400,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035116500,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035116600,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035117600,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035117700,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035117800,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035118101,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035118200,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035118301,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035118400,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035118500,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035118602,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035118700,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035118800,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035118900,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035119100,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035119202,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035119300,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035119600,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035133103,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035133104,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035138105,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035140301,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035152303,Ohio,Cuyahoga,Low-Income Community,2012-2016
39035152502,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035152603,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035152701,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035154501,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035171102,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035180104,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035188104,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035188105,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035188107,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035193800,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035196200,Ohio,Cuyahoga,Low-Income Community,2011-2015
39035196500,Ohio,Cuyahoga,Low-Income Community,2011-2015
39039958500,Ohio,Defiance,Low-Income Community,2011-2015
39039958600,Ohio,Defiance,Low-Income Community,2011-2015
39043040500,Ohio,Erie,Low-Income Community,2011-2015
39043040800,Ohio,Erie,Low-Income Community,2011-2015
39045031700,Ohio,Fairfield,Low-Income Community,2011-2015
39045032200,Ohio,Fairfield,Low-Income Community,2011-2015
39047926200,Ohio,Fayette,Low-Income Community,2011-2015
39049000720,Ohio,Franklin,Low-Income Community,2011-2015
39049001122,Ohio,Franklin,Low-Income Community,2011-2015
39049001400,Ohio,Franklin,Low-Income Community,2011-2015
39049001600,Ohio,Franklin,Low-Income Community,2011-2015
39049001700,Ohio,Franklin,Low-Income Community,2011-2015
39049002300,Ohio,Franklin,Low-Income Community,2011-2015
39049002800,Ohio,Franklin,Low-Income Community,2011-2015
39049002900,Ohio,Franklin,Low-Income Community,2011-2015
39049003600,Ohio,Franklin,Low-Income Community,2011-2015
39049003700,Ohio,Franklin,Low-Income Community,2011-2015
39049003800,Ohio,Franklin,Low-Income Community,2011-2015
39049004200,Ohio,Franklin,Low-Income Community,2011-2015
39049004300,Ohio,Franklin,Low-Income Community,2011-2015
39049004900,Ohio,Franklin,Low-Income Community,2011-2015
39049005000,Ohio,Franklin,Low-Income Community,2011-2015
39049005100,Ohio,Franklin,Low-Income Community,2011-2015
39049005300,Ohio,Franklin,Low-Income Community,2011-2015
39049005500,Ohio,Franklin,Low-Income Community,2011-2015
39049005610,Ohio,Franklin,Low-Income Community,2011-2015
39049005620,Ohio,Franklin,Low-Income Community,2011-2015
39049006000,Ohio,Franklin,Low-Income Community,2011-2015
39049006933,Ohio,Franklin,Low-Income Community,2011-2015
39049007043,Ohio,Franklin,Low-Income Community,2011-2015
39049007531,Ohio,Franklin,Low-Income Community,2011-2015
39049007534,Ohio,Franklin,Low-Income Community,2011-2015
39049007550,Ohio,Franklin,Low-Income Community,2011-2015
39049007710,Ohio,Franklin,Low-Income Community,2011-2015
39049007721,Ohio,Franklin,Low-Income Community,2011-2015
39049007812,Ohio,Franklin,Low-Income Community,2011-2015
39049007820,Ohio,Franklin,Low-Income Community,2011-2015
39049008110,Ohio,Franklin,Low-Income Community,2011-2015
39049008210,Ohio,Franklin,Low-Income Community,2011-2015
39049008230,Ohio,Franklin,Low-Income Community,2011-2015
39049008811,Ohio,Franklin,Low-Income Community,2011-2015
39049008812,Ohio,Franklin,Low-Income Community,2011-2015
39049008821,Ohio,Franklin,Low-Income Community,2011-2015
39049009210,Ohio,Franklin,Low-Income Community,2011-2015
39049009325,Ohio,Franklin,Low-Income Community,2011-2015
39049009383,Ohio,Franklin,Low-Income Community,2011-2015
39049009590,Ohio,Franklin,Low-Income Community,2011-2015
39049009600,Ohio,Franklin,Low-Income Community,2011-2015
39049009900,Ohio,Franklin,Low-Income Community,2011-2015
39049010300,Ohio,Franklin,Low-Income Community,2011-2015
39053953600,Ohio,Gallia,Low-Income Community,2011-2015
39055312400,Ohio,Geauga,Low-Income Community,2011-2015
39057240200,Ohio,Greene,Low-Income Community,2011-2015
39057240600,Ohio,Greene,Low-Income Community,2011-2015
39059977900,Ohio,Guernsey,Low-Income Community,2011-2015
39061000200,Ohio,Hamilton,Low-Income Community,2011-2015
39061000900,Ohio,Hamilton,Low-Income Community,2011-2015
39061001000,Ohio,Hamilton,Low-Income Community,2011-2015
39061001100,Ohio,Hamilton,Low-Income Community,2011-2015
39061001600,Ohio,Hamilton,Low-Income Community,2011-2015
39061001700,Ohio,Hamilton,Low-Income Community,2011-2015
39061002800,Ohio,Hamilton,Low-Income Community,2011-2015
39061003800,Ohio,Hamilton,Low-Income Community,2011-2015
39061005500,Ohio,Hamilton,Low-Income Community,2011-2015
39061006300,Ohio,Hamilton,Low-Income Community,2011-2015
39061006400,Ohio,Hamilton,Low-Income Community,2011-2015
39061006800,Ohio,Hamilton,Low-Income Community,2011-2015
39061006900,Ohio,Hamilton,Low-Income Community,2011-2015
39061007400,Ohio,Hamilton,Low-Income Community,2011-2015
39061007700,Ohio,Hamilton,Low-Income Community,2011-2015
39061007800,Ohio,Hamilton,Low-Income Community,2011-2015
39061008202,Ohio,Hamilton,Low-Income Community,2011-2015
39061008601,Ohio,Hamilton,Low-Income Community,2011-2015
39061009200,Ohio,Hamilton,Low-Income Community,2011-2015
39061009400,Ohio,Hamilton,Low-Income Community,2011-2015
39061021504,Ohio,Hamilton,Low-Income Community,2011-2015
39061022700,Ohio,Hamilton,Low-Income Community,2011-2015
39061025600,Ohio,Hamilton,Low-Income Community,2011-2015
39061026300,Ohio,Hamilton,Low-Income Community,2011-2015
39061026400,Ohio,Hamilton,Low-Income Community,2011-2015
39061026500,Ohio,Hamilton,Low-Income Community,2011-2015
39061027000,Ohio,Hamilton,Low-Income Community,2011-2015
39061027100,Ohio,Hamilton,Low-Income Community,2011-2015
39061027200,Ohio,Hamilton,Low-Income Community,2011-2015
39061027400,Ohio,Hamilton,Low-Income Community,2011-2015
39063000100,Ohio,Hancock,Low-Income Community,2011-2015
39067975600,Ohio,Harrison,Low-Income Community,2011-2015
39069000400,Ohio,Henry,Low-Income Community,2011-2015
39071954400,Ohio,Highland,Low-Income Community,2011-2015
39071954800,Ohio,Highland,Low-Income Community,2011-2015
39073965200,Ohio,Hocking,Low-Income Community,2011-2015
39075976600,Ohio,Holmes,Low-Income Community,2011-2015
39079957200,Ohio,Jackson,Low-Income Community,2011-2015
39079957700,Ohio,Jackson,Low-Income Community,2011-2015
39081000800,Ohio,Jefferson,Low-Income Community,2011-2015
39081011800,Ohio,Jefferson,Low-Income Community,2011-2015
39081012300,Ohio,Jefferson,Low-Income Community,2011-2015
39083007100,Ohio,Knox,Low-Income Community,2011-2015
39085204000,Ohio,Lake,Low-Income Community,2011-2015
39085204500,Ohio,Lake,Low-Income Community,2011-2015
39087050200,Ohio,Lawrence,Low-Income Community,2011-2015
39087050700,Ohio,Lawrence,Low-Income Community,2011-2015
39089753100,Ohio,Licking,Low-Income Community,2011-2015
39089758300,Ohio,Licking,Low-Income Community,2011-2015
39091004500,Ohio,Logan,Low-Income Community,2011-2015
39093022400,Ohio,Lorain,Low-Income Community,2011-2015
39093023000,Ohio,Lorain,Low-Income Community,2011-2015
39093023100,Ohio,Lorain,Low-Income Community,2011-2015
39093070800,Ohio,Lorain,Low-Income Community,2011-2015
39093097300,Ohio,Lorain,Low-Income Community,2011-2015
39095000800,Ohio,Lucas,Low-Income Community,2011-2015
39095001303,Ohio,Lucas,Low-Income Community,2012-2016
39095001400,Ohio,Lucas,Low-Income Community,2011-2015
39095001500,Ohio,Lucas,Low-Income Community,2011-2015
39095001600,Ohio,Lucas,Low-Income Community,2011-2015
